rel,e1,e2
"Component-Whole(e2,e1)",Television,screen
"Component-Whole(e2,e1)",shark,fins
"Component-Whole(e2,e1)",machine,software
"Component-Whole(e2,e1)",ways,proposal
"Component-Whole(e2,e1)",piano,hammer
"Component-Whole(e2,e1)",configuration,enzymes
"Component-Whole(e2,e1)",windscreen,nozzles
"Component-Whole(e2,e1)",implant,nanoparticles
"Component-Whole(e2,e1)",pig,snout
"Component-Whole(e2,e1)",headphone,cable
"Component-Whole(e2,e1)",mechanism,goniometer
"Component-Whole(e2,e1)",apartment,balcony
"Component-Whole(e2,e1)",pedometer,arm
"Component-Whole(e2,e1)",jeans,zipper
"Component-Whole(e2,e1)",pencil,point
"Component-Whole(e2,e1)",seal,flipper
"Component-Whole(e2,e1)",device,slots
"Component-Whole(e2,e1)",act,oldies
"Component-Whole(e2,e1)",door,knob
"Component-Whole(e2,e1)",machine,states
"Component-Whole(e2,e1)",pants,pocket
"Component-Whole(e2,e1)",horse,nuzzle
"Component-Whole(e2,e1)",squid,beak
"Component-Whole(e2,e1)",alarm,sounder
"Component-Whole(e2,e1)",ship,anchor
"Component-Whole(e2,e1)",house,granny flat
"Component-Whole(e2,e1)",Strings,clavichord
"Component-Whole(e2,e1)",apple,blossom
"Component-Whole(e2,e1)",site,news
"Component-Whole(e2,e1)",rose,bud
"Component-Whole(e2,e1)",workshop,talks
"Component-Whole(e2,e1)",bulldog,tongue
"Component-Whole(e2,e1)",system,module
"Component-Whole(e2,e1)",marsupial,pouch
"Component-Whole(e2,e1)",broom,stick
"Component-Whole(e2,e1)",tent,frame
"Component-Whole(e2,e1)",hybrid,gasoline engine
"Component-Whole(e2,e1)",findings,parts
"Component-Whole(e2,e1)",festival,alternative rock
"Component-Whole(e2,e1)",hub,teeth
"Component-Whole(e2,e1)",dress,bodice
"Component-Whole(e2,e1)",segment,anecdotes
"Component-Whole(e2,e1)",door,knob
"Component-Whole(e2,e1)",episode,track
"Component-Whole(e2,e1)",music,folk
"Component-Whole(e2,e1)",player,jack
"Component-Whole(e2,e1)",train,windows
"Component-Whole(e2,e1)",catfish,barbels
"Component-Whole(e2,e1)",product,engine
"Component-Whole(e2,e1)",sewer,pipes
"Component-Whole(e2,e1)",armature,coil
"Component-Whole(e2,e1)",unit,memory
"Component-Whole(e2,e1)",marriage,rituals
"Component-Whole(e2,e1)",website,maps
"Component-Whole(e2,e1)",flower,buds
"Component-Whole(e2,e1)",journal,papers
"Component-Whole(e2,e1)",lizard,tongue
"Component-Whole(e2,e1)",tier,towels
"Component-Whole(e2,e1)",project,phases
"Component-Whole(e2,e1)",configurator,parts
"Component-Whole(e2,e1)",alarm,circuits
"Component-Whole(e2,e1)",microwave,button
"Component-Whole(e2,e1)",method,formation
"Component-Whole(e2,e1)",version,diffing
"Component-Whole(e2,e1)",outer ear,ear canal
"Component-Whole(e2,e1)",winery,gardens
"Component-Whole(e2,e1)",Birds,feathers
"Component-Whole(e2,e1)",Brake,cable
"Component-Whole(e2,e1)",entertainment,comedy
"Component-Whole(e2,e1)",opener,spiral
"Component-Whole(e2,e1)",blade,hilt
"Component-Whole(e2,e1)",car,camera
"Component-Whole(e2,e1)",machine,monitor
"Component-Whole(e2,e1)",piano,keyboard
"Component-Whole(e2,e1)",piano,framework
"Component-Whole(e2,e1)",Insects,wings
"Component-Whole(e2,e1)",television,screen
"Component-Whole(e2,e1)",bed,post
"Component-Whole(e2,e1)",lover,hand
"Component-Whole(e2,e1)",rope,pearls
"Component-Whole(e2,e1)",mouse,scroll wheel
"Component-Whole(e2,e1)",manhole,cover
"Component-Whole(e2,e1)",lamp,fitting
"Component-Whole(e2,e1)",trunk,lid
"Component-Whole(e2,e1)",car,speedometer
"Component-Whole(e2,e1)",rope,garlic
"Component-Whole(e2,e1)",door,locks
"Component-Whole(e2,e1)",fortress,walls
"Component-Whole(e2,e1)",clock,button
"Component-Whole(e2,e1)",ship,keel
"Component-Whole(e2,e1)",sword,hilt
"Component-Whole(e2,e1)",cat,whiskers
"Component-Whole(e2,e1)",assembly,pipe
"Component-Whole(e2,e1)",pie,crust
"Component-Whole(e2,e1)",dancer,foot
"Component-Whole(e2,e1)",fish,gill
"Component-Whole(e2,e1)",axe,haft
"Component-Whole(e2,e1)",Light,particles
"Component-Whole(e2,e1)",equipment,engine
"Component-Whole(e2,e1)",trucks,batteries
"Component-Whole(e2,e1)",wheel,pins
"Component-Whole(e2,e1)",combo,hamburgers
"Component-Whole(e2,e1)",helicopter,rotors
"Component-Whole(e2,e1)",kangaroos,stomach
"Component-Whole(e2,e1)",piano,strings
"Component-Whole(e2,e1)",programme,welcome speech
"Component-Whole(e2,e1)",tree,roots
"Component-Whole(e2,e1)",package,series
"Component-Whole(e2,e1)",shoe,laces
"Component-Whole(e2,e1)",hall,lift
"Component-Whole(e2,e1)",therapy,vitamin
"Component-Whole(e2,e1)",belly,button
"Component-Whole(e2,e1)",property,bedrooms
"Component-Whole(e2,e1)",tree,elements
"Component-Whole(e2,e1)",cheek,bone
"Component-Whole(e2,e1)",method,reduction
"Component-Whole(e2,e1)",castle,towers
"Component-Whole(e2,e1)",farm,gardenhouse
"Component-Whole(e2,e1)",giraffe,tongue
"Component-Whole(e2,e1)",Tree,roots
"Component-Whole(e2,e1)",structure,base
"Component-Whole(e2,e1)",heater,thermostats
"Component-Whole(e2,e1)",charger,system
"Component-Whole(e2,e1)",pants,pocket
"Component-Whole(e2,e1)",Cats,claws
"Component-Whole(e2,e1)",necklace,maireeners
"Component-Whole(e2,e1)",dish,shanks
"Component-Whole(e2,e1)",song,chorus
"Component-Whole(e2,e1)",technique,keys
"Component-Whole(e2,e1)",dog,snout
"Component-Whole(e2,e1)",mesencephalon,tectum
"Component-Whole(e2,e1)",stapler,anvil
"Component-Whole(e2,e1)",piezos,wires
"Component-Whole(e2,e1)",kit,toggle switch
"Component-Whole(e2,e1)",sail,roach
"Component-Whole(e2,e1)",wedge,swans
"Component-Whole(e2,e1)",course,run-up
"Component-Whole(e2,e1)",tree,crown
"Component-Whole(e2,e1)",Goatfish,barbels
"Component-Whole(e2,e1)",genome,genes
"Component-Whole(e2,e1)",kitchen,stove
"Component-Whole(e2,e1)",pocketwatch,mainspring
"Component-Whole(e2,e1)",toy,ring
"Component-Whole(e2,e1)",machine,feeder
"Component-Whole(e2,e1)",rouleau,dollars
"Component-Whole(e2,e1)",video,clip
"Component-Whole(e2,e1)",alligator,pick
"Component-Whole(e2,e1)",website,details
"Component-Whole(e2,e1)",recipe,apples
"Component-Whole(e2,e1)",midbrain,nucleus
"Component-Whole(e2,e1)",plug,blades
"Component-Whole(e2,e1)",train,doors
"Component-Whole(e2,e1)",kitchen,well
"Component-Whole(e2,e1)",provinces,counties
"Component-Whole(e2,e1)",cyst,gas
"Component-Whole(e2,e1)",oven,conveyor
"Component-Whole(e2,e1)",kitchen,cooker
"Component-Whole(e2,e1)",building,open central space
"Component-Whole(e2,e1)",commander,neck
"Component-Whole(e2,e1)",dishwasher,tub
"Component-Whole(e2,e1)",mouse,scroll ball
"Component-Whole(e2,e1)",superfamily,factors
"Component-Whole(e2,e1)",morning session,tutorial
"Component-Whole(e2,e1)",ball,catnip
"Component-Whole(e2,e1)",review,commentary
"Component-Whole(e2,e1)",boat,tiller
"Component-Whole(e2,e1)",macaque,coat
"Component-Whole(e2,e1)",design,bag
"Component-Whole(e2,e1)",mechanism,patella
"Component-Whole(e2,e1)",box,controller
"Component-Whole(e2,e1)",limestone,pieces
"Component-Whole(e2,e1)",alarm,light
"Component-Whole(e2,e1)",system,lines
"Component-Whole(e2,e1)",building,architectural features
"Component-Whole(e2,e1)",house,light bulb
"Component-Whole(e2,e1)",umbrella,frames
"Component-Whole(e2,e1)",koala,pouch
"Component-Whole(e2,e1)",book,chapters
"Component-Whole(e2,e1)",mouse,button
"Component-Whole(e2,e1)",sailor,list
"Component-Whole(e2,e1)",owl,claw
"Component-Whole(e2,e1)",factory,workshop
"Component-Whole(e2,e1)",archipelago,islands
"Component-Whole(e2,e1)",fish,lungs
"Component-Whole(e2,e1)",oven,probe
"Component-Whole(e2,e1)",image,photos
"Component-Whole(e2,e1)",province,part
"Component-Whole(e2,e1)",jaw,bone
"Component-Whole(e2,e1)",ear,lobes
"Component-Whole(e2,e1)",salad,apples
"Component-Whole(e2,e1)",play,humor
"Component-Whole(e2,e1)",memorandum,stigmatizing statements
"Component-Whole(e2,e1)",crane,arm
"Component-Whole(e2,e1)",tail,feather
"Component-Whole(e2,e1)",steamer,engine
"Component-Whole(e2,e1)",clock,display
"Component-Whole(e2,e1)",farm,buildings
"Component-Whole(e2,e1)",list,images
"Component-Whole(e2,e1)",building,storage rooms
"Component-Whole(e2,e1)",treatment,mask
"Component-Whole(e2,e1)",sword,blade
"Component-Whole(e2,e1)",venter,cell
"Component-Whole(e2,e1)",flower,buds
"Component-Whole(e2,e1)",knife,blade
"Component-Whole(e2,e1)",dolphin,flukes
"Component-Whole(e2,e1)",piano,keys
"Component-Whole(e2,e1)",boiler,cylinder
"Component-Whole(e2,e1)",supplies,regulator
"Component-Whole(e2,e1)",living room,door
"Component-Whole(e2,e1)",silver heart,clock
"Component-Whole(e2,e1)",series,titles
"Component-Whole(e2,e1)",doll,stockings
"Component-Whole(e2,e1)",accommodation,hall
"Component-Whole(e2,e1)",Cruisers,fittings
"Component-Whole(e2,e1)",horn,valve
"Component-Whole(e2,e1)",story,flashbacks
"Component-Whole(e2,e1)",machine,picks
"Component-Whole(e2,e1)",law,codes
"Component-Whole(e2,e1)",programme,competition
"Component-Whole(e2,e1)",handpiece,coil
"Component-Whole(e2,e1)",robot,states
"Component-Whole(e2,e1)",cabin,bedrooms
"Component-Whole(e2,e1)",pig,head
"Component-Whole(e2,e1)",tapir,snout
"Component-Whole(e2,e1)",building,laboratory facilities
"Component-Whole(e2,e1)",ear,lobes
"Component-Whole(e2,e1)",machine,units
"Component-Whole(e2,e1)",book,index
"Component-Whole(e2,e1)",tram,wheel
"Component-Whole(e2,e1)",dining room,access
"Component-Whole(e2,e1)",ear,drum
"Component-Whole(e2,e1)",field,photons
"Component-Whole(e2,e1)",program,discussion
"Component-Whole(e2,e1)",automobiles,bumpers
"Component-Whole(e2,e1)",computer,screen
"Component-Whole(e2,e1)",novel,photographs
"Component-Whole(e2,e1)",package,receiver
"Component-Whole(e2,e1)",mechanism,vacuum cleaner
"Component-Whole(e2,e1)",charge,expenditures
"Component-Whole(e2,e1)",clock,bar
"Component-Whole(e2,e1)",catamaran,tiller
"Component-Whole(e2,e1)",house,bedrooms
"Component-Whole(e2,e1)",tree,blossom
"Content-Container(e1,e2)",rasher,book
"Content-Container(e1,e2)",cash,towel
"Content-Container(e1,e2)",playlist,portfolio
"Content-Container(e1,e2)",Mobile,belly
"Content-Container(e1,e2)",baby,shoebox
"Content-Container(e1,e2)",figurine,chocolate egg
"Content-Container(e1,e2)",material,trunk
"Content-Container(e1,e2)",computer,box
"Content-Container(e1,e2)",money,bag
"Content-Container(e1,e2)",message,bottle
"Content-Container(e1,e2)",money,baskets
"Content-Container(e1,e2)",bomb,can
"Content-Container(e1,e2)",document,folder
"Content-Container(e1,e2)",cocaine,crate
"Content-Container(e1,e2)",guns,room
"Content-Container(e1,e2)",serpent,cradle
"Content-Container(e1,e2)",cover,ewer
"Content-Container(e1,e2)",mummy,box
"Content-Container(e1,e2)",animal,crate
"Content-Container(e1,e2)",products,hamper
"Content-Container(e1,e2)",records,box
"Content-Container(e1,e2)",pistol,safe
"Content-Container(e1,e2)",mah-jongg set,trunk
"Content-Container(e1,e2)",fluid,cup
"Content-Container(e1,e2)",litho,plastic
"Content-Container(e1,e2)",coin,tankard
"Content-Container(e1,e2)",bomb,gas tank
"Content-Container(e1,e2)",money,suitcase
"Content-Container(e1,e2)",dog,crate
"Content-Container(e1,e2)",disc,music box
"Content-Container(e1,e2)",bomb,handcart
"Content-Container(e1,e2)",infusion,syringe
"Content-Container(e1,e2)",cup,oak coffin
"Content-Container(e1,e2)",slice,beaker
"Content-Container(e1,e2)",tuxedo,suitcase
"Content-Container(e1,e2)",mummy,wooden coffin
"Content-Container(e1,e2)",flour,can
"Content-Container(e1,e2)",handgun,pocket
"Content-Container(e1,e2)",picture,frame
"Content-Container(e1,e2)",body,chest freezer
"Content-Container(e1,e2)",blood,bottle
"Content-Container(e1,e2)",cheesecake,container
"Content-Container(e1,e2)",mast,canister
"Content-Container(e1,e2)",machine,cabinet
"Content-Container(e1,e2)",charger,suitcase
"Content-Container(e1,e2)",aqueous solution,flask
"Content-Container(e1,e2)",necklace,safe
"Content-Container(e1,e2)",oils,capsule
"Content-Container(e1,e2)",kapok fiber,plastic packets
"Content-Container(e1,e2)",wire,pail
"Content-Container(e1,e2)",puppet,crate
"Content-Container(e1,e2)",soda,cup
"Content-Container(e1,e2)",rootball,crate
"Content-Container(e1,e2)",list,safe
"Content-Container(e1,e2)",detector module,laboratory oven
"Content-Container(e1,e2)",cash,bag
"Content-Container(e1,e2)",weapon,wooden box
"Content-Container(e1,e2)",Golden retriever,crate
"Content-Container(e1,e2)",collection,cabinet
"Content-Container(e1,e2)",box,icebox
"Content-Container(e1,e2)",popcorn,kettle
"Content-Container(e1,e2)",piece,bladder
"Content-Container(e1,e2)",ale,carton
"Content-Container(e1,e2)",crabmeat,can
"Content-Container(e1,e2)",information,database
"Content-Container(e1,e2)",bike,crate
"Content-Container(e1,e2)",gun,safe
"Content-Container(e1,e2)",pile,bin
"Content-Container(e1,e2)",tea bag,mug
"Content-Container(e1,e2)",pecans,dish
"Content-Container(e1,e2)",tea,bags
"Content-Container(e1,e2)",monitor,lid
"Content-Container(e1,e2)",unit,caisson
"Content-Container(e1,e2)",tops,drawer
"Content-Container(e1,e2)",bag,sheath
"Content-Container(e1,e2)",fetus,box
"Content-Container(e1,e2)",bird,container
"Content-Container(e1,e2)",drink,can
"Content-Container(e1,e2)",glass bottle,wire mesh basket
"Content-Container(e1,e2)",ball,basket
"Content-Container(e1,e2)",skin,carafe
"Content-Container(e1,e2)",drive,car
"Content-Container(e1,e2)",money,trunk box
"Content-Container(e1,e2)",lithium,stainless steel tray
"Content-Container(e1,e2)",bible,trunk
"Content-Container(e1,e2)",machine,suitcase
"Content-Container(e1,e2)",cutlery,drawer
"Content-Container(e1,e2)",hairdryer,desk drawer
"Content-Container(e1,e2)",tumour,bag
"Content-Container(e1,e2)",comforter,suitcase
"Content-Container(e1,e2)",yarn,bins
"Content-Container(e1,e2)",body,cupboard
"Content-Container(e1,e2)",chai,glass
"Content-Container(e1,e2)",ingredients,basket
"Content-Container(e1,e2)",scarab,body
"Content-Container(e1,e2)",Ferrets,sack
"Content-Container(e1,e2)",suitcase,suitcase
"Content-Container(e1,e2)",drugs,box
"Content-Container(e1,e2)",wallet,safe
"Content-Container(e1,e2)",passport,trunk
"Content-Container(e1,e2)",tooth,cup
"Content-Container(e1,e2)",key,chest
"Content-Container(e1,e2)",cat,scuttle
"Content-Container(e1,e2)",products,basket
"Content-Container(e1,e2)",products,supermarket
"Content-Container(e1,e2)",beer,mug
"Content-Container(e1,e2)",teeth,wallet
"Content-Container(e1,e2)",book,trunk
"Content-Container(e1,e2)",gear,case
"Content-Container(e1,e2)",wine,rack
"Content-Container(e1,e2)",body,suitcase
"Content-Container(e1,e2)",bag,sack
"Content-Container(e1,e2)",body,sack
"Content-Container(e1,e2)",milk,cup
"Content-Container(e1,e2)",batteries,pockets
"Content-Container(e1,e2)",ginger,jar
"Content-Container(e1,e2)",money,savings account
"Content-Container(e1,e2)",games,box
"Content-Container(e1,e2)",identifier,cookie
"Content-Container(e1,e2)",list,safe
"Content-Container(e1,e2)",document,safe
"Content-Container(e1,e2)",reader,wallet
"Content-Container(e1,e2)",mixes,box
"Content-Container(e1,e2)",jewelry,cabinet
"Content-Container(e1,e2)",interview,files
"Content-Container(e1,e2)",kit,box
"Content-Container(e1,e2)",map,safe
"Content-Container(e1,e2)",soda,can
"Content-Container(e1,e2)",clay,membrane tubing
"Content-Container(e1,e2)",equipment,drawers
"Content-Container(e1,e2)",information,memory
"Content-Container(e1,e2)",mint julep,glass
"Content-Container(e1,e2)",dog,crate
"Content-Container(e1,e2)",manure,sheds
"Content-Container(e1,e2)",eggs,dish
"Content-Container(e1,e2)",cartons,plastic bags
"Content-Container(e1,e2)",dress,trunk
"Content-Container(e1,e2)",computer chip,steel case
"Content-Container(e1,e2)",aluminum,nitride crucible
"Content-Container(e1,e2)",picture,frame
"Content-Container(e1,e2)",game,packing
"Content-Container(e1,e2)",groceries,basket
"Content-Container(e1,e2)",merchandise,shop
"Content-Container(e1,e2)",charge,bag
"Content-Container(e1,e2)",garment,reliquary
"Content-Container(e1,e2)",foot,running shoe
"Content-Container(e1,e2)",sample,cup
"Content-Container(e1,e2)",rifle,case
"Content-Container(e1,e2)",sample,glass tube
"Content-Container(e1,e2)",cube,block
"Content-Container(e1,e2)",alkali,nickel crucible
"Content-Container(e1,e2)",body,duffel bag
"Content-Container(e1,e2)",Water,cistern
"Content-Container(e1,e2)",data,database
"Content-Container(e1,e2)",blazer,bin
"Content-Container(e1,e2)",toothpaste,jar
"Content-Container(e1,e2)",starch,bundles
"Content-Container(e1,e2)",flour,bin
"Content-Container(e1,e2)",cash,desk drawer
"Content-Container(e1,e2)",body,wall
"Content-Container(e1,e2)",sample,silver crucible
"Content-Container(e1,e2)",body,mat
"Content-Container(e1,e2)",pizza,cardboard box
"Content-Container(e1,e2)",diamonds,safe deposit box
"Content-Container(e1,e2)",bomb,car
"Content-Container(e1,e2)",slide,beaker
"Content-Container(e1,e2)",shaving cream,box
"Content-Container(e1,e2)",stuffed dog,trunk
"Content-Container(e1,e2)",gun,safe
"Content-Container(e1,e2)",grenade,sock
"Content-Container(e1,e2)",information,database
"Content-Container(e1,e2)",contraband,suitcase
"Content-Container(e1,e2)",handbag,display case
"Content-Container(e1,e2)",insert,machine
"Content-Container(e1,e2)",cards,box
"Content-Container(e1,e2)",evidence,box
"Content-Container(e1,e2)",brain,skull
"Content-Container(e1,e2)",binder,box
"Content-Container(e1,e2)",charger,suitcase
"Content-Container(e1,e2)",worms,box
"Content-Container(e1,e2)",letter,trunk
"Content-Container(e1,e2)",group,refrigerator
"Content-Container(e1,e2)",letter,chest
"Content-Container(e1,e2)",tea,bag
"Content-Container(e1,e2)",fueltruck,box
"Content-Container(e1,e2)",coffee,mug
"Content-Container(e1,e2)",water,jar
"Content-Container(e1,e2)",rabbit,carafe
"Content-Container(e1,e2)",mouse,prison
"Content-Container(e1,e2)",key,planter thing
"Content-Container(e1,e2)",box,paper bag
"Content-Container(e1,e2)",money,desk
"Content-Container(e1,e2)",copy,packet
"Content-Container(e1,e2)",thermocouple,box
"Content-Container(e1,e2)",jungle aid,escape kit
"Content-Container(e1,e2)",prescription bottle,plastic pouch
"Content-Container(e1,e2)",ale,tankard
"Content-Container(e1,e2)",information,packet
"Content-Container(e1,e2)",body,suitcase
"Content-Container(e1,e2)",water,kettle
"Content-Container(e1,e2)",body,cypress coffin
"Content-Container(e1,e2)",pharmaceutical,capsule
"Content-Container(e1,e2)",information,storage
"Content-Container(e1,e2)",feed,scuttle
"Content-Container(e1,e2)",body,equipment
"Content-Container(e1,e2)",fridge,mahogany case
"Content-Container(e1,e2)",bomb,suitcase
"Content-Container(e1,e2)",shampoo,bottle
"Content-Container(e1,e2)",rum,glass
"Content-Container(e1,e2)",bag,bin
"Content-Container(e1,e2)",snake,jar
"Content-Container(e1,e2)",acid,tank
"Content-Container(e1,e2)",bones,freezer
"Content-Container(e1,e2)",loot,box
"Content-Container(e1,e2)",painting,trunk
"Content-Container(e1,e2)",body,casket
"Content-Container(e1,e2)",stocks,retirement account
"Content-Container(e1,e2)",single,bin
"Content-Container(e1,e2)",file,desk
"Content-Container(e1,e2)",pepper,jar
"Content-Container(e1,e2)",tubers,bag
"Content-Container(e1,e2)",Ark,cave
"Content-Container(e1,e2)",device,beaker
"Content-Container(e1,e2)",assemblies,cask
"Content-Container(e1,e2)",letter,pocket notebook
"Content-Container(e1,e2)",fertilizer,package
"Content-Container(e1,e2)",chair-leg,plastic bag
"Content-Container(e1,e2)",metal cube,jacket
"Content-Container(e1,e2)",packet,box
"Content-Container(e1,e2)",router,box
"Content-Container(e1,e2)",toy,box
"Content-Container(e1,e2)",network cord,desk
"Content-Container(e1,e2)",antenna,medium
"Content-Container(e1,e2)",body,sack
"Content-Container(e1,e2)",sugar,cabinet
"Content-Container(e1,e2)",bomb,can
"Content-Container(e1,e2)",solution,refrigerator
"Content-Container(e1,e2)",banquet,basket
"Content-Container(e1,e2)",ring,glass
"Content-Container(e1,e2)",poster,packaging
"Content-Container(e1,e2)",ball,stick
"Content-Container(e1,e2)",sheet,file cabinet
"Content-Container(e1,e2)",journal,box
"Content-Container(e1,e2)",holy water,bottle
"Content-Container(e1,e2)",coins,jar
"Content-Container(e1,e2)",box,desk drawer
"Content-Container(e1,e2)",itinerary,suitcase
"Content-Container(e1,e2)",name,box
"Content-Container(e1,e2)",clothes,box
"Content-Container(e1,e2)",waste,metal drums
"Content-Container(e1,e2)",water,tanks
"Content-Container(e1,e2)",disk,jewel case
"Content-Container(e1,e2)",coolant,tank
"Content-Container(e1,e2)",hashish,chessboard
"Content-Container(e1,e2)",photo,frame
"Content-Container(e1,e2)",ship,jug
"Content-Container(e1,e2)",model,jar
"Content-Container(e1,e2)",frame,picture
"Content-Container(e1,e2)",letter,confetti hearts
"Content-Container(e1,e2)",bust,suitcase
"Content-Container(e1,e2)",plane,crate
"Content-Container(e1,e2)",player,silicone case
"Content-Container(e1,e2)",backflap,suitcase
"Content-Container(e1,e2)",mixture,container
"Content-Container(e1,e2)",bomb,box
"Content-Container(e1,e2)",money,desk
"Content-Container(e1,e2)",memory,neurons
"Content-Container(e1,e2)",liquid nitroglycerin,bottle
"Content-Container(e1,e2)",drugs,box
"Content-Container(e1,e2)",seed,jar
"Content-Container(e1,e2)",sword,case
"Content-Container(e1,e2)",comb,envelope
"Content-Container(e1,e2)",cutting board,box
"Content-Container(e1,e2)",gun,safe box
"Content-Container(e1,e2)",newspaper,box
"Content-Container(e1,e2)",meat,can
"Content-Container(e1,e2)",equipment,box
"Content-Container(e1,e2)",marijuana,suitcase
"Content-Container(e1,e2)",suitcase,receptacle
"Content-Container(e1,e2)",license,purse
"Content-Container(e1,e2)",coffin,case
"Content-Container(e1,e2)",explosive,condom
"Content-Container(e1,e2)",ball,bin
"Content-Container(e1,e2)",catch,scuttle
"Content-Container(e1,e2)",disk,box
"Content-Container(e1,e2)",tea,glass
"Content-Container(e1,e2)",disc,paper
"Content-Container(e1,e2)",animal,crate
"Content-Container(e1,e2)",cell mass,flask
"Content-Container(e1,e2)",pistol,battery slot
"Content-Container(e1,e2)",bug buddies,jug
"Content-Container(e1,e2)",marijuana,jar
"Content-Container(e1,e2)",weapon,mobile phone
"Content-Container(e1,e2)",gas,container
"Content-Container(e1,e2)",spread,sack
"Content-Container(e1,e2)",air,jar
"Content-Container(e1,e2)",flyer,box
"Content-Container(e1,e2)",currency,buckets
"Content-Container(e1,e2)",skirt,bin
"Content-Container(e1,e2)",casket,sarcophagus
"Content-Container(e1,e2)",pepper,bottle
"Content-Container(e1,e2)",dagger,wooden sheath
"Content-Container(e1,e2)",plastic container,cabinet
"Content-Container(e1,e2)",note,plastic baggy
"Content-Container(e1,e2)",bomb,truck
"Content-Container(e1,e2)",device,jiffy bag
"Content-Container(e1,e2)",anthrax,suitcase
"Content-Container(e1,e2)",gun,suitcase
"Content-Container(e1,e2)",warmouth,bin
"Content-Container(e1,e2)",Fruit,chute
"Content-Container(e1,e2)",eggs,belly
"Content-Container(e1,e2)",pizza dough,bin
"Content-Container(e1,e2)",money,box
"Content-Container(e1,e2)",shoes,box
"Content-Container(e1,e2)",particles,vessel
"Content-Container(e1,e2)",cocaine,teddy bear
"Content-Container(e1,e2)",soup,dish
"Content-Container(e1,e2)",anthrax,suitcase
"Content-Container(e1,e2)",poem,certificate holder
"Content-Container(e1,e2)",bomb,car
"Content-Container(e1,e2)",paper,binder
"Content-Container(e1,e2)",torso,suitcase
"Content-Container(e1,e2)",tea,cup
"Content-Container(e1,e2)",body,cupboard
"Content-Container(e1,e2)",tablets,box
"Content-Container(e1,e2)",butter,jar
"Content-Container(e1,e2)",oil,cask
"Content-Container(e1,e2)",TV,cabinet
"Content-Container(e1,e2)",tortoise,box
"Content-Container(e1,e2)",reagent,holding dam
"Content-Container(e1,e2)",money,shoe box
"Content-Container(e1,e2)",jewelry,safe
"Content-Container(e1,e2)",cells,box
"Content-Container(e1,e2)",amber,firkin
"Content-Container(e1,e2)",box cutters,box
"Content-Container(e1,e2)",box,chest
"Content-Container(e1,e2)",dress,trunk
"Content-Container(e1,e2)",nitric oxide,gold-plated cylinder
"Content-Container(e1,e2)",car,crate
"Content-Container(e1,e2)",world,jug
"Content-Container(e1,e2)",bomb,rubbish bin
"Content-Container(e1,e2)",message,paper
"Content-Container(e1,e2)",chair,crate
"Content-Container(e1,e2)",transmitter,suite
"Content-Container(e1,e2)",message,box
"Content-Container(e1,e2)",oil,tank
"Content-Container(e1,e2)",key,desk
"Content-Container(e1,e2)",bottle,bucket
"Content-Container(e1,e2)",brain,vat
"Content-Container(e1,e2)",letter,envelope
"Content-Container(e1,e2)",candy,underwear
"Content-Container(e1,e2)",explosives,box
"Content-Container(e1,e2)",oil,bunker
"Content-Container(e1,e2)",stolen property,trunk
"Content-Container(e1,e2)",ice,box
"Content-Container(e1,e2)",pendant,stone
"Content-Container(e1,e2)",fruit,basket
"Content-Container(e1,e2)",lawsonite,platinum crucible
"Content-Container(e1,e2)",key,pouch
"Content-Container(e1,e2)",absorbent,reactor
"Content-Container(e1,e2)",stamp,box
"Content-Container(e1,e2)",clothing,chest
"Content-Container(e1,e2)",water,cup
"Content-Container(e1,e2)",painting,crate
"Content-Container(e1,e2)",agar,polyethylene tube
"Content-Container(e1,e2)",turkey,crock pot
"Content-Container(e1,e2)",game,bin
"Content-Container(e1,e2)",sample,polyethylene bag
"Content-Container(e1,e2)",treat,towel
"Content-Container(e1,e2)",image,carafe
"Content-Container(e1,e2)",grenade,tin
"Content-Container(e1,e2)",note,ziplock bag
"Content-Container(e1,e2)",money,return duct
"Content-Container(e1,e2)",pictures,box
"Content-Container(e2,e1)",hamper,biscuits
"Content-Container(e2,e1)",suitcase,money
"Content-Container(e2,e1)",bottle,water
"Content-Container(e2,e1)",suitcase,bones
"Content-Container(e2,e1)",bottle,fluid
"Content-Container(e2,e1)",entrails,apples
"Content-Container(e2,e1)",suitcase,marijuana
"Content-Container(e2,e1)",bottle,gasoline
"Content-Container(e2,e1)",purse,money
"Content-Container(e2,e1)",suitcase,beer
"Content-Container(e2,e1)",suitcase,gifts
"Content-Container(e2,e1)",boxes,phone cards
"Content-Container(e2,e1)",suitcase,things
"Content-Container(e2,e1)",house,items
"Content-Container(e2,e1)",box,answer
"Content-Container(e2,e1)",box,present
"Content-Container(e2,e1)",stomach,acid fluid
"Content-Container(e2,e1)",base,seedpod
"Content-Container(e2,e1)",suitcase,bills
"Content-Container(e2,e1)",ballot box,ballots
"Content-Container(e2,e1)",drawer,phial
"Content-Container(e2,e1)",envelope,sheet
"Content-Container(e2,e1)",suitcase,marihuana
"Content-Container(e2,e1)",bottle,vinegar
"Content-Container(e2,e1)",box,recipes
"Content-Container(e2,e1)",bottle,carbonated beverage
"Content-Container(e2,e1)",box,pool equipment
"Content-Container(e2,e1)",bottle,paper
"Content-Container(e2,e1)",defects,granules
"Content-Container(e2,e1)",suitcase,cash
"Content-Container(e2,e1)",bag,buttons
"Content-Container(e2,e1)",wallet,dollar bill
"Content-Container(e2,e1)",bottle,snakes
